transaction_id,store_id,product_id,quantity_sold,unit_price,total_amount,sale_date
50553,2,1011,5,30.0,150.0,2024-11-10
50554,5,1002,9,35.0,315.0,2024-11-24
50555,2,1010,10,25.0,250.0,2024-03-19
50556,2,1011,10,30.0,300.0,2024-11-05
50557,3,1014,10,35.0,350.0,2024-01-22
50558,1,1002,1,35.0,35.0,2024-11-24
50559,5,1005,4,185.0,740.0,2024-10-19
50560,4,1010,1,25.0,25.0,2024-09-11
50561,5,1005,5,185.0,925.0,2024-09-04
50562,2,1013,7,120.0,840.0,2024-06-01
50563,4,1002,1,35.0,35.0,2024-03-21
50564,4,1007,8,45.0,360.0,2024-08-25
50565,2,1006,10,120.0,1200.0,2024-03-14
50566,3,1014,6,35.0,210.0,2024-06-25
50567,4,1003,6,55.0,330.0,2024-09-20
50568,5,1002,6,35.0,210.0,2024-05-03
50569,4,1002,5,35.0,175.0,2024-08-18
50570,2,1003,2,55.0,110.0,2024-01-26
50571,3,1007,10,45.0,450.0,2024-08-02
50572,2,1014,3,35.0,105.0,2024-06-16
50573,5,1012,6,40.0,240.0,2024-04-07
50574,2,1008,9,65.0,585.0,2024-08-27
50575,4,1005,8,185.0,1480.0,2024-01-12
50576,1,1007,9,45.0,405.0,2024-08-22
50577,2,1004,10,180.0,1800.0,2024-06-29
50578,1,1001,5,450.0,2250.0,2024-09-10
50579,5,1014,8,35.0,280.0,2024-05-26
50580,5,1001,2,450.0,900.0,2024-08-08
50581,2,1005,6,185.0,1110.0,2024-07-25
50582,3,1001,7,450.0,3150.0,2024-01-27
50583,5,1009,4,85.0,340.0,2024-07-04
50584,5,1005,2,185.0,370.0,2024-07-16
50585,5,1008,9,65.0,585.0,2024-05-23
50586,5,1011,10,30.0,300.0,2024-03-01
50587,2,1002,7,35.0,245.0,2024-07-10
50588,3,1009,6,85.0,510.0,2024-03-14
50589,2,1010,9,25.0,225.0,2024-07-24
50590,5,1001,1,450.0,450.0,2024-01-20
50591,2,1012,6,40.0,240.0,2024-08-30
50592,5,1008,3,65.0,195.0,2024-11-06
50593,5,1003,6,55.0,330.0,2024-11-09
50594,3,1003,7,55.0,385.0,2024-11-11
50595,3,1010,6,25.0,150.0,2024-09-16
50596,5,1009,8,85.0,680.0,2024-12-28
50597,5,1005,8,185.0,1480.0,2024-01-09
50598,3,1006,2,120.0,240.0,2024-08-01
50599,5,1005,1,185.0,185.0,2024-11-01
50600,4,1005,10,185.0,1850.0,2024-10-22
50601,2,1012,1,40.0,40.0,2024-10-25
50602,4,1003,9,55.0,495.0,2024-11-18
50603,5,1013,7,120.0,840.0,2024-03-16
50604,2,1001,10,450.0,4500.0,2024-12-24
50605,1,1004,1,180.0,180.0,2024-08-13
50606,3,1007,3,45.0,135.0,2024-07-30
50607,2,1007,9,45.0,405.0,2024-11-09
50608,4,1014,1,35.0,35.0,2024-12-27
50609,2,1009,4,85.0,340.0,2024-10-14
50610,3,1011,8,30.0,240.0,2024-09-26
50611,4,1006,3,120.0,360.0,2024-08-23
50612,5,1006,9,120.0,1080.0,2024-06-30
50613,3,1010,8,25.0,200.0,2024-04-08
50614,2,1005,9,185.0,1665.0,2024-06-01
50615,2,1005,5,185.0,925.0,2024-12-26
50616,2,1012,8,40.0,320.0,2024-06-11
50617,4,1006,9,120.0,1080.0,2024-05-20
50618,3,1002,10,35.0,350.0,2024-12-12
50619,5,1007,7,45.0,315.0,2024-06-25
50620,2,1005,1,185.0,185.0,2024-05-27
50621,1,1006,8,120.0,960.0,2024-12-01
50622,3,1012,8,40.0,320.0,2024-04-19
50623,2,1014,9,35.0,315.0,2024-05-18
50624,5,1012,5,40.0,200.0,2024-03-11
50625,1,1010,10,25.0,250.0,2024-05-02
50626,2,1001,9,450.0,4050.0,2024-04-25
50627,2,1001,2,450.0,900.0,2024-07-30
50628,3,1012,8,40.0,320.0,2024-02-21
50629,2,1001,9,450.0,4050.0,2024-03-21
50630,4,1011,8,30.0,240.0,2024-09-01
50631,2,1013,5,120.0,600.0,2024-06-13
50632,3,1011,1,30.0,30.0,2024-02-15
50633,5,1004,9,180.0,1620.0,2024-01-20
50634,2,1007,3,45.0,135.0,2024-01-19
50635,4,1013,8,120.0,960.0,2024-04-05
50636,3,1001,1,450.0,450.0,2024-06-01
50637,5,1010,2,25.0,50.0,2024-06-20
50638,3,1008,9,65.0,585.0,2024-09-25
50639,4,1003,9,55.0,495.0,2024-08-27
50640,3,1004,2,180.0,360.0,2024-06-18
50641,2,1012,8,40.0,320.0,2024-11-27
50642,3,1012,3,40.0,120.0,2024-01-08
50643,3,1013,5,120.0,600.0,2024-10-17
50644,2,1003,10,55.0,550.0,2024-11-23
50645,4,1014,7,35.0,245.0,2024-09-20
50646,3,1002,7,35.0,245.0,2024-12-08
50647,1,1003,3,55.0,165.0,2024-09-01
50648,3,1004,1,180.0,180.0,2024-05-13
50649,4,1004,8,180.0,1440.0,2024-05-16
50650,3,1005,10,185.0,1850.0,2024-10-20
50651,1,1005,6,185.0,1110.0,2024-12-20
50652,2,1001,2,450.0,900.0,2024-08-26
50653,3,1003,7,55.0,385.0,2024-12-17
50654,5,1012,5,40.0,200.0,2024-12-19
50655,1,1011,5,30.0,150.0,2024-07-07
50656,5,1004,4,180.0,720.0,2024-03-09
50657,4,1003,8,55.0,440.0,2024-11-06
50658,3,1007,9,45.0,405.0,2024-08-29
50659,5,1013,4,120.0,480.0,2024-05-06
50660,5,1014,2,35.0,70.0,2024-09-26
50661,4,1009,6,85.0,510.0,2024-02-09
50662,5,1002,1,35.0,35.0,2024-10-07
50663,5,1004,10,180.0,1800.0,2024-10-01
50664,2,1003,6,55.0,330.0,2024-09-23
50665,4,1002,4,35.0,140.0,2024-10-25
50666,4,1002,9,35.0,315.0,2024-08-16
50667,1,1008,3,65.0,195.0,2024-09-19
50668,4,1008,10,65.0,650.0,2024-01-30
50669,5,1008,5,65.0,325.0,2024-01-12
50670,4,1005,1,185.0,185.0,2024-04-21
50671,5,1002,1,35.0,35.0,2024-08-04
50672,3,1012,2,40.0,80.0,2024-10-04
50673,1,1002,8,35.0,280.0,2024-01-17
50674,3,1007,3,45.0,135.0,2024-03-10
50675,4,1006,7,120.0,840.0,2024-08-17
50676,4,1007,2,45.0,90.0,2024-12-15
50677,5,1003,6,55.0,330.0,2024-03-01
50678,2,1009,7,85.0,595.0,2024-09-27
50679,2,1012,4,40.0,160.0,2024-01-02
50680,1,1005,8,185.0,1480.0,2024-12-10
50681,5,1007,9,45.0,405.0,2024-07-13
50682,2,1004,8,180.0,1440.0,2024-06-26
50683,2,1005,4,185.0,740.0,2024-02-27
50684,1,1013,7,120.0,840.0,2024-11-10
50685,1,1004,4,180.0,720.0,2024-02-04
50686,1,1010,1,25.0,25.0,2024-08-16
50687,5,1011,1,30.0,30.0,2024-05-05
50688,1,1007,8,45.0,360.0,2024-04-29
50689,5,1004,1,180.0,180.0,2024-03-12
50690,5,1005,4,185.0,740.0,2024-10-21
50691,3,1010,10,25.0,250.0,2024-12-10
50692,3,1004,5,180.0,900.0,2024-03-14
50693,5,1004,7,180.0,1260.0,2024-06-02
50694,3,1001,9,450.0,4050.0,2024-10-29
50695,2,1011,7,30.0,210.0,2024-10-11
50696,4,1001,6,450.0,2700.0,2024-11-25
50697,4,1013,9,120.0,1080.0,2024-06-12
50698,4,1007,3,45.0,135.0,2024-06-02
50699,4,1003,9,55.0,495.0,2024-08-30
50700,2,1014,4,35.0,140.0,2024-06-02
50701,2,1013,8,120.0,960.0,2024-01-30
50702,5,1007,7,45.0,315.0,2024-10-12
50703,5,1003,7,55.0,385.0,2024-05-04
50704,3,1004,6,180.0,1080.0,2024-11-27
50705,1,1008,6,65.0,390.0,2024-02-17
50706,5,1012,4,40.0,160.0,2024-01-27
50707,3,1007,10,45.0,450.0,2024-11-04
50708,1,1014,2,35.0,70.0,2024-04-06
50709,5,1012,9,40.0,360.0,2024-04-21
50710,4,1004,6,180.0,1080.0,2024-06-04
50711,1,1004,4,180.0,720.0,2024-03-01
50712,4,1004,10,180.0,1800.0,2024-12-26
50713,2,1007,4,45.0,180.0,2024-10-09
50714,3,1013,5,120.0,600.0,2024-07-13
50715,4,1009,6,85.0,510.0,2024-06-06
50716,3,1006,9,120.0,1080.0,2024-09-11
50717,4,1002,8,35.0,280.0,2024-06-12
50718,2,1006,6,120.0,720.0,2024-07-30
50719,1,1010,4,25.0,100.0,2024-03-15
50720,1,1005,9,185.0,1665.0,2024-10-26
50721,5,1012,7,40.0,280.0,2024-05-31
50722,2,1004,6,180.0,1080.0,2024-04-27
50723,4,1010,4,25.0,100.0,2024-09-12
50724,5,1011,6,30.0,180.0,2024-05-11
50725,4,1012,8,40.0,320.0,2024-08-23
50726,2,1012,6,40.0,240.0,2024-03-27
50727,2,1012,9,40.0,360.0,2024-09-07
50728,2,1009,1,85.0,85.0,2024-09-25
50729,1,1014,2,35.0,70.0,2024-12-08
50730,1,1013,1,120.0,120.0,2024-07-30
50731,2,1014,4,35.0,140.0,2024-02-04
50732,2,1001,4,450.0,1800.0,2024-09-15
50733,4,1006,1,120.0,120.0,2024-11-12
50734,5,1008,8,65.0,520.0,2024-01-09
50735,1,1009,9,85.0,765.0,2024-07-29
50736,1,1001,9,450.0,4050.0,2024-05-20
50737,5,1005,1,185.0,185.0,2024-09-14
50738,4,1013,3,120.0,360.0,2024-02-24
50739,1,1009,3,85.0,255.0,2024-05-03
50740,2,1010,9,25.0,225.0,2024-05-09
50741,3,1005,7,185.0,1295.0,2024-02-10
50742,3,1007,8,45.0,360.0,2024-10-16
50743,2,1012,4,40.0,160.0,2024-06-02
50744,1,1011,1,30.0,30.0,2024-02-17
50745,4,1007,7,45.0,315.0,2024-10-09
50746,4,1001,1,450.0,450.0,2024-12-25
50747,2,1002,8,35.0,280.0,2024-08-10
50748,3,1010,2,25.0,50.0,2024-09-27
50749,1,1004,4,180.0,720.0,2024-12-20
50750,5,1008,5,65.0,325.0,2024-01-24
50751,1,1011,5,30.0,150.0,2024-10-05
50752,5,1011,1,30.0,30.0,2024-04-01
50753,3,1001,4,450.0,1800.0,2024-10-27
50754,2,1013,7,120.0,840.0,2024-02-09
50755,3,1003,10,55.0,550.0,2024-05-03
50756,5,1014,7,35.0,245.0,2024-12-12
50757,5,1006,7,120.0,840.0,2024-03-12
50758,1,1009,6,85.0,510.0,2024-01-28
50759,1,1007,4,45.0,180.0,2024-02-08
50760,3,1010,10,25.0,250.0,2024-10-31
50761,4,1013,6,120.0,720.0,2024-01-16
50762,3,1013,8,120.0,960.0,2024-09-08
50763,2,1006,9,120.0,1080.0,2024-07-11
50764,4,1003,10,55.0,550.0,2024-12-04
50765,4,1002,10,35.0,350.0,2024-05-31
50766,2,1012,2,40.0,80.0,2024-02-12
50767,3,1003,7,55.0,385.0,2024-12-30
50768,2,1012,7,40.0,280.0,2024-06-11
50769,3,1002,2,35.0,70.0,2024-01-03
50770,3,1008,6,65.0,390.0,2024-05-18
50771,1,1003,2,55.0,110.0,2024-04-05
50772,4,1008,9,65.0,585.0,2024-10-11
50773,5,1007,2,45.0,90.0,2024-01-14
50774,1,1006,9,120.0,1080.0,2024-02-17
50775,5,1010,6,25.0,150.0,2024-07-16
50776,1,1005,7,185.0,1295.0,2024-07-17
50777,1,1012,9,40.0,360.0,2024-05-04
50778,5,1009,3,85.0,255.0,2024-12-16
50779,4,1003,3,55.0,165.0,2024-05-17
50780,3,1005,8,185.0,1480.0,2024-03-15
50781,1,1003,7,55.0,385.0,2024-05-21
50782,4,1005,8,185.0,1480.0,2024-02-09
50783,3,1005,4,185.0,740.0,2024-11-16
50784,4,1010,10,25.0,250.0,2024-04-10
50785,4,1002,3,35.0,105.0,2024-06-04
50786,1,1007,6,45.0,270.0,2024-11-13
50787,4,1013,6,120.0,720.0,2024-08-13
50788,3,1007,10,45.0,450.0,2024-03-10
50789,3,1006,10,120.0,1200.0,2024-12-21
50790,2,1008,6,65.0,390.0,2024-03-31
50791,4,1006,5,120.0,600.0,2024-12-21
50792,4,1010,4,25.0,100.0,2024-06-15
50793,4,1005,7,185.0,1295.0,2024-07-05
50794,1,1010,4,25.0,100.0,2024-10-30
50795,5,1003,9,55.0,495.0,2024-01-14
50796,4,1012,4,40.0,160.0,2024-08-12
50797,3,1014,2,35.0,70.0,2024-07-28
50798,4,1003,5,55.0,275.0,2024-05-03
50799,3,1011,3,30.0,90.0,2024-08-04
50800,4,1002,8,35.0,280.0,2024-11-02
50801,4,1010,7,25.0,175.0,2024-09-30
50802,5,1014,7,35.0,245.0,2024-10-05
50803,1,1013,6,120.0,720.0,2024-12-25
50804,5,1010,2,25.0,50.0,2024-02-25
50805,2,1011,6,30.0,180.0,2024-03-26
50806,5,1001,10,450.0,4500.0,2024-11-26
50807,4,1013,6,120.0,720.0,2024-08-08
50808,1,1001,2,450.0,900.0,2024-05-12
50809,2,1009,9,85.0,765.0,2024-10-12
50810,5,1012,10,40.0,400.0,2024-04-23
50811,4,1006,7,120.0,840.0,2024-08-25
50812,5,1012,9,40.0,360.0,2024-03-18
50813,3,1001,8,450.0,3600.0,2024-02-23
50814,3,1007,2,45.0,90.0,2024-02-29
50815,2,1006,5,120.0,600.0,2024-06-24
50816,4,1013,4,120.0,480.0,2024-09-23
50817,4,1006,8,120.0,960.0,2024-02-19
50818,4,1012,8,40.0,320.0,2024-06-12
50819,1,1005,1,185.0,185.0,2024-12-29
50820,1,1001,6,450.0,2700.0,2024-11-27
50821,1,1011,3,30.0,90.0,2024-05-04
50822,5,1003,9,55.0,495.0,2024-03-22
50823,3,1009,7,85.0,595.0,2024-08-24
50824,2,1013,7,120.0,840.0,2024-11-18
50825,2,1003,7,55.0,385.0,2024-07-21
50826,1,1012,10,40.0,400.0,2024-04-11
50827,4,1010,7,25.0,175.0,2024-07-18
50828,1,1012,4,40.0,160.0,2024-04-15
50829,3,1013,2,120.0,240.0,2024-10-22
50830,1,1013,9,120.0,1080.0,2024-04-05
50831,3,1006,4,120.0,480.0,2024-08-22
50832,1,1005,8,185.0,1480.0,2024-09-27
50833,3,1010,7,25.0,175.0,2024-11-08
50834,4,1010,2,25.0,50.0,2024-06-27
50835,3,1014,8,35.0,280.0,2024-11-12
50836,2,1014,5,35.0,175.0,2024-11-10
50837,5,1002,3,35.0,105.0,2024-06-09
50838,1,1004,5,180.0,900.0,2024-02-29
50839,2,1006,3,120.0,360.0,2024-09-18
50840,4,1007,10,45.0,450.0,2024-03-11
50841,5,1007,7,45.0,315.0,2024-04-05
50842,4,1011,9,30.0,270.0,2024-12-21
50843,2,1009,3,85.0,255.0,2024-09-07
50844,3,1003,3,55.0,165.0,2024-06-10
50845,4,1010,1,25.0,25.0,2024-07-02
50846,1,1008,3,65.0,195.0,2024-04-09
50847,4,1009,9,85.0,765.0,2024-11-30
50848,4,1007,8,45.0,360.0,2024-07-31
50849,4,1008,3,65.0,195.0,2024-02-12
50850,5,1001,4,450.0,1800.0,2024-05-29
50851,1,1005,4,185.0,740.0,2024-10-02
50852,3,1003,8,55.0,440.0,2024-10-16
50853,4,1009,9,85.0,765.0,2024-02-27
50854,5,1002,5,35.0,175.0,2024-10-05
50855,3,1009,1,85.0,85.0,2024-08-13
50856,5,1004,7,180.0,1260.0,2024-02-22
50857,2,1005,1,185.0,185.0,2024-08-18
50858,3,1006,2,120.0,240.0,2024-08-12
50859,1,1013,4,120.0,480.0,2024-04-17
50860,5,1012,6,40.0,240.0,2024-12-29
50861,5,1011,7,30.0,210.0,2024-03-25
50862,5,1003,4,55.0,220.0,2024-04-15
50863,1,1010,6,25.0,150.0,2024-09-29
50864,3,1010,9,25.0,225.0,2024-03-27
50865,3,1012,5,40.0,200.0,2024-05-28
50866,5,1005,9,185.0,1665.0,2024-12-13
50867,1,1003,7,55.0,385.0,2024-01-31
50868,3,1014,3,35.0,105.0,2024-12-25
50869,2,1004,3,180.0,540.0,2024-12-30
50870,3,1014,4,35.0,140.0,2024-12-12
50871,4,1008,3,65.0,195.0,2024-10-22
50872,3,1011,7,30.0,210.0,2024-07-11
50873,4,1002,2,35.0,70.0,2024-07-25
50874,5,1012,5,40.0,200.0,2024-12-21
50875,3,1008,8,65.0,520.0,2024-06-16
50876,5,1001,2,450.0,900.0,2024-08-22
50877,3,1014,2,35.0,70.0,2024-09-30
50878,4,1004,7,180.0,1260.0,2024-04-18
50879,4,1005,6,185.0,1110.0,2024-05-25
50880,3,1009,10,85.0,850.0,2024-03-07
50881,5,1014,8,35.0,280.0,2024-06-24
50882,1,1001,2,450.0,900.0,2024-11-16
50883,4,1001,2,450.0,900.0,2024-03-21
50884,4,1008,1,65.0,65.0,2024-08-07
50885,2,1012,3,40.0,120.0,2024-11-28
50886,3,1003,5,55.0,275.0,2024-02-17
50887,3,1005,2,185.0,370.0,2024-07-09
50888,2,1001,7,450.0,3150.0,2024-11-16
50889,3,1012,4,40.0,160.0,2024-08-07
50890,1,1012,2,40.0,80.0,2024-01-01
50891,2,1008,2,65.0,130.0,2024-03-08
50892,5,1004,9,180.0,1620.0,2024-12-14
50893,4,1001,1,450.0,450.0,2024-12-22
50894,3,1014,2,35.0,70.0,2024-08-04
50895,2,1008,2,65.0,130.0,2024-04-27
50896,4,1002,2,35.0,70.0,2024-02-22
50897,3,1006,5,120.0,600.0,2024-03-11
50898,4,1013,3,120.0,360.0,2024-11-24
50899,2,1002,9,35.0,315.0,2024-10-15
50900,1,1010,3,25.0,75.0,2024-08-13
50901,3,1012,4,40.0,160.0,2024-11-17
50902,2,1007,10,45.0,450.0,2024-12-17
50903,4,1014,4,35.0,140.0,2024-02-14
50904,1,1003,2,55.0,110.0,2024-10-28
50905,4,1006,7,120.0,840.0,2024-06-10
50906,2,1004,5,180.0,900.0,2024-11-26
50907,1,1004,9,180.0,1620.0,2024-11-03
50908,5,1012,10,40.0,400.0,2024-05-25
50909,1,1014,5,35.0,175.0,2024-04-15
50910,5,1010,9,25.0,225.0,2024-04-06
50911,4,1005,1,185.0,185.0,2024-05-02
50912,4,1007,2,45.0,90.0,2024-05-03
50913,4,1011,10,30.0,300.0,2024-02-06
50914,5,1001,6,450.0,2700.0,2024-06-11
50915,2,1007,10,45.0,450.0,2024-08-03
50916,3,1009,3,85.0,255.0,2024-08-29
50917,1,1001,10,450.0,4500.0,2024-02-04
50918,1,1005,4,185.0,740.0,2024-01-21
50919,1,1013,7,120.0,840.0,2024-09-16
50920,3,1011,9,30.0,270.0,2024-07-31
50921,4,1012,7,40.0,280.0,2024-02-12
50922,5,1009,10,85.0,850.0,2024-03-19
50923,3,1002,5,35.0,175.0,2024-02-10
50924,5,1004,3,180.0,540.0,2024-10-01
50925,3,1007,10,45.0,450.0,2024-11-20
50926,1,1005,7,185.0,1295.0,2024-05-02
50927,1,1004,2,180.0,360.0,2024-08-10
50928,1,1008,10,65.0,650.0,2024-11-07
50929,1,1005,3,185.0,555.0,2024-03-02
50930,1,1012,3,40.0,120.0,2024-12-25
50931,1,1003,8,55.0,440.0,2024-06-26
50932,5,1009,5,85.0,425.0,2024-03-26
50933,3,1003,5,55.0,275.0,2024-03-01
50934,1,1006,7,120.0,840.0,2024-05-19
50935,5,1002,5,35.0,175.0,2024-12-30
50936,5,1011,2,30.0,60.0,2024-09-11
50937,4,1009,6,85.0,510.0,2024-01-29
50938,4,1014,10,35.0,350.0,2024-03-26
50939,3,1003,5,55.0,275.0,2024-02-22
50940,5,1011,2,30.0,60.0,2024-04-26
50941,5,1001,1,450.0,450.0,2024-01-07
50942,2,1001,8,450.0,3600.0,2024-07-05
50943,4,1003,3,55.0,165.0,2024-01-19
50944,5,1013,7,120.0,840.0,2024-04-24
50945,3,1004,7,180.0,1260.0,2024-06-12
50946,3,1014,2,35.0,70.0,2024-10-19
50947,3,1002,9,35.0,315.0,2024-12-10
50948,1,1003,4,55.0,220.0,2024-09-21
50949,1,1007,2,45.0,90.0,2024-08-26
50950,3,1013,5,120.0,600.0,2024-06-16
50951,1,1009,8,85.0,680.0,2024-01-05
50952,3,1004,5,180.0,900.0,2024-10-15
50953,3,1012,10,40.0,400.0,2024-05-04
50954,4,1006,10,120.0,1200.0,2024-09-09
50955,2,1012,9,40.0,360.0,2024-05-05
50956,2,1001,7,450.0,3150.0,2024-01-13
50957,2,1009,6,85.0,510.0,2024-11-21
50958,1,1006,1,120.0,120.0,2024-12-02
50959,4,1014,5,35.0,175.0,2024-02-23
50960,2,1009,4,85.0,340.0,2024-08-02
50961,4,1001,3,450.0,1350.0,2024-12-30
50962,3,1002,1,35.0,35.0,2024-04-28
50963,5,1007,6,45.0,270.0,2024-08-22
50964,1,1010,2,25.0,50.0,2024-09-15
50965,2,1011,7,30.0,210.0,2024-02-08
50966,5,1010,1,25.0,25.0,2024-08-10
50967,2,1004,5,180.0,900.0,2024-05-13
50968,3,1013,7,120.0,840.0,2024-12-24
50969,3,1006,8,120.0,960.0,2024-05-19
50970,2,1002,4,35.0,140.0,2024-03-10
50971,5,1002,3,35.0,105.0,2024-02-24
50972,2,1008,8,65.0,520.0,2024-06-09
50973,4,1002,9,35.0,315.0,2024-07-02
50974,2,1008,5,65.0,325.0,2024-08-25
50975,3,1014,2,35.0,70.0,2024-02-16
50976,2,1013,5,120.0,600.0,2024-12-26
50977,5,1001,4,450.0,1800.0,2024-06-16
50978,2,1002,4,35.0,140.0,2024-07-01
50979,4,1009,1,85.0,85.0,2024-12-12
50980,3,1005,3,185.0,555.0,2024-01-16
50981,4,1014,8,35.0,280.0,2024-10-11
50982,5,1004,2,180.0,360.0,2024-08-24
50983,1,1013,3,120.0,360.0,2024-03-03
50984,1,1001,4,450.0,1800.0,2024-03-07
50985,2,1014,7,35.0,245.0,2024-07-09
50986,1,1010,10,25.0,250.0,2024-05-12
50987,1,1001,2,450.0,900.0,2024-04-11
50988,4,1013,3,120.0,360.0,2024-02-17
50989,3,1002,1,35.0,35.0,2024-08-24
50990,1,1003,10,55.0,550.0,2024-08-09
50991,4,1008,1,65.0,65.0,2024-07-14
50992,4,1003,6,55.0,330.0,2024-04-19
50993,2,1005,5,185.0,925.0,2024-08-16
50994,2,1001,10,450.0,4500.0,2024-11-13
50995,5,1004,5,180.0,900.0,2024-09-12
50996,4,1009,8,85.0,680.0,2024-02-01
50997,1,1005,7,185.0,1295.0,2024-03-11
50998,4,1004,9,180.0,1620.0,2024-05-07
50999,5,1013,1,120.0,120.0,2024-07-14
51000,3,1008,9,65.0,585.0,2024-09-05
61000,3,1008,9,65.0,585.0,2024-09-05
51001,3,1010,9,25.0,225.0,2024-06-13
51002,4,1005,3,185.0,555.0,2024-01-14
51003,3,1010,4,25.0,100.0,2024-01-16
51004,3,1001,8,450.0,3600.0,2024-09-28
51005,3,1013,10,120.0,1200.0,2024-04-29
51006,2,1002,4,35.0,140.0,2024-12-02
51007,2,1005,9,185.0,1665.0,2024-01-29
51008,2,1010,7,25.0,175.0,2024-06-30
51009,2,1003,4,55.0,220.0,2024-10-30
51010,3,1013,6,120.0,720.0,2024-10-29
51011,1,1012,6,40.0,240.0,2024-10-17
51012,5,1003,10,55.0,550.0,2024-04-06
51013,4,1009,5,85.0,425.0,2024-03-30
51014,4,1001,2,450.0,900.0,2024-01-29
51015,2,1010,4,25.0,100.0,2024-01-11
51016,5,1008,1,65.0,65.0,2024-06-18
51017,5,1004,3,180.0,540.0,2024-06-23
51018,2,1013,6,120.0,720.0,2024-01-31
51019,1,1003,10,55.0,550.0,2024-12-26
51020,2,1013,2,120.0,240.0,2024-09-26
51021,3,1002,6,35.0,210.0,2024-12-26
51022,4,1010,2,25.0,50.0,2024-06-21
51023,3,1006,3,120.0,360.0,2024-03-21
51024,4,1013,8,120.0,960.0,2024-11-28
51025,3,1003,9,55.0,495.0,2024-12-21
51026,5,1013,6,120.0,720.0,2024-04-24
51027,5,1014,3,35.0,105.0,2024-07-12
51028,3,1012,5,40.0,200.0,2024-03-06
51029,2,1012,1,40.0,40.0,2024-12-25
51030,5,1007,10,45.0,450.0,2024-01-17
51031,2,1010,6,25.0,150.0,2024-11-09
51032,2,1011,10,30.0,300.0,2024-02-23
51033,4,1003,6,55.0,330.0,2024-02-09
51034,2,1006,6,120.0,720.0,2024-03-26
51035,1,1014,6,35.0,210.0,2024-08-16
51036,1,1005,4,185.0,740.0,2024-05-07
51037,1,1006,5,120.0,600.0,2024-02-25
51038,1,1001,7,450.0,3150.0,2024-08-12
51039,4,1003,7,55.0,385.0,2024-09-09
51040,4,1006,9,120.0,1080.0,2024-07-11
51041,1,1014,8,35.0,280.0,2024-10-22
51042,2,1003,8,55.0,440.0,2024-02-07
51043,1,1005,1,185.0,185.0,2024-06-12
51044,3,1002,2,35.0,70.0,2024-06-24
51045,2,1007,3,45.0,135.0,2024-02-08
51046,5,1002,6,35.0,210.0,2024-10-31
51047,5,1008,1,65.0,65.0,2024-08-08
51048,2,1010,7,25.0,175.0,2024-03-21
51049,1,1002,6,35.0,210.0,2024-04-15
51050,2,1007,9,45.0,405.0,2024-10-03
51051,3,1011,5,30.0,150.0,2024-06-01
51052,2,1002,1,35.0,35.0,2024-07-20
51053,5,1009,8,85.0,680.0,2024-03-19
51054,1,1006,1,120.0,120.0,2024-08-06
51055,1,1005,10,185.0,1850.0,2024-09-02
51056,2,1002,1,35.0,35.0,2024-04-15
51057,2,1011,5,30.0,150.0,2024-02-11
51058,4,1014,2,35.0,70.0,2024-06-06
51059,4,1008,8,65.0,520.0,2024-12-04
51060,3,1002,9,35.0,315.0,2024-07-17
51061,2,1006,7,120.0,840.0,2024-07-08
51062,2,1008,1,65.0,65.0,2024-05-14
51063,4,1008,5,65.0,325.0,2024-04-25
51064,3,1010,1,25.0,25.0,2024-03-18
51065,1,1002,6,35.0,210.0,2024-10-04
51066,4,1013,10,120.0,1200.0,2024-04-26
51067,5,1001,7,450.0,3150.0,2024-09-24
51068,4,1009,8,85.0,680.0,2024-10-20
51069,2,1008,5,65.0,325.0,2024-02-10
51070,4,1014,1,35.0,35.0,2024-09-14
51071,5,1009,10,85.0,850.0,2024-12-12
51072,5,1003,2,55.0,110.0,2024-08-17
51073,2,1003,4,55.0,220.0,2024-04-08
51074,2,1001,7,450.0,3150.0,2024-02-10
51075,4,1004,3,180.0,540.0,2024-10-31
51076,3,1006,2,120.0,240.0,2024-02-14
51077,4,1009,7,85.0,595.0,2024-10-09
51078,3,1014,5,35.0,175.0,2024-09-23
51079,4,1014,1,35.0,35.0,2024-12-24
51080,5,1010,9,25.0,225.0,2024-08-02
51081,1,1007,3,45.0,135.0,2024-03-16
51082,5,1010,10,25.0,250.0,2024-02-21
51083,1,1010,2,25.0,50.0,2024-05-26
51084,5,1006,7,120.0,840.0,2024-05-15
51085,4,1011,8,30.0,240.0,2024-10-19
51086,5,1008,1,65.0,65.0,2024-03-29
51087,3,1007,3,45.0,135.0,2024-11-12
51088,5,1011,7,30.0,210.0,2024-01-20
51089,4,1006,4,120.0,480.0,2024-01-26
51090,4,1005,6,185.0,1110.0,2024-01-11
51091,3,1014,5,35.0,175.0,2024-06-08
51092,3,1014,8,35.0,280.0,2024-12-22
51093,1,1014,4,35.0,140.0,2024-03-09
51094,3,1012,8,40.0,320.0,2024-06-13
51095,3,1012,7,40.0,280.0,2024-11-05
51096,1,1004,8,180.0,1440.0,2024-04-18
51097,4,1012,8,40.0,320.0,2024-09-21
51098,3,1014,1,35.0,35.0,2024-09-20
51099,2,1002,5,35.0,175.0,2024-12-29
51100,5,1007,3,45.0,135.0,2024-09-25
51101,5,1001,3,450.0,1350.0,2024-04-08
51102,2,1014,1,35.0,35.0,2024-05-07
51103,1,1008,1,65.0,65.0,2024-07-03
51104,2,1005,6,185.0,1110.0,2024-08-25
51105,5,1007,2,45.0,90.0,2024-12-14
51106,1,1004,6,180.0,1080.0,2024-09-07
